"index","country_name","country_code","indicator_name","indicator_code","debt"
"29","Albania","ALB","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","170018.4"
"30","Albania","ALB","PPG, other private creditors (DIS, current US$)","DT.DIS.PROP.CD","2279989.2"
"31","Albania","ALB","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","120324.7"
"32","Albania","ALB","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","39615157.9"
"33","Albania","ALB","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","6822654.1"
"34","Albania","ALB","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","35769517.2"
"35","Albania","ALB","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","790248675.2"
"36","Albania","ALB","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","514185620"
"37","Algeria","DZA","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","10320772.2"
"38","Algeria","DZA","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","19031728.7"
"39","Algeria","DZA","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","3220000"
"40","Algeria","DZA","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","95188724.6"
"41","Algeria","DZA","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","10320772.2"
"42","Algeria","DZA","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","7680627.6"
"43","Algeria","DZA","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","576463.5"
"44","Algeria","DZA","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","13192.3"
"45","Algeria","DZA","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","0"
"46","Algeria","DZA","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","8094779"
"47","Algeria","DZA","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","95188724.6"
"48","Algeria","DZA","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","10320772.2"
"49","Algeria","DZA","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","15775406.6"
"50","Algeria","DZA","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","0"
"51","Algeria","DZA","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","23129.8"
"52","Algeria","DZA","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","576463.5"
"53","Algeria","DZA","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","36322.1"
"54","Algeria","DZA","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","171185188.1"
"55","Algeria","DZA","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","75420000"
"56","Angola","AGO","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","10924018093.1"
"57","Angola","AGO","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","1798550445.5"
"58","Angola","AGO","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","8473824016.3"
"59","Angola","AGO","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","8838256901.1"
"60","Angola","AGO","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","1005053965.1"
"61","Angola","AGO","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","1000000000"
"62","Angola","AGO","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","70000000"
"63","Angola","AGO","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","1125088719.9"
"64","Angola","AGO","PPG, commercial banks (DIS, current US$)","DT.DIS.PCBK.CD","1906771593.8"
"65","Angola","AGO","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","580902004.3"
"66","Angola","AGO","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","124688691.9"
"67","Angola","AGO","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","178989598.2"
"68","Angola","AGO","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","47038476.1"
"69","Angola","AGO","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","8598512708.2"
"70","Angola","AGO","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","9017246499.3"
"71","Angola","AGO","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","1052092441.2"
"72","Angola","AGO","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","343444200"
"73","Angola","AGO","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","95556000"
"74","Angola","AGO","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","2468532919.9"
"75","Angola","AGO","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","1906771593.8"
"76","Angola","AGO","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","746458004.2999998"
"77","Angola","AGO","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","11067045628.1"
"78","Armenia","ARM","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","426959175.6"
"79","Armenia","ARM","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","275292981.1"
"80","Armenia","ARM","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","128076000"
"81","Armenia","ARM","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","68968314.7"
"82","Armenia","ARM","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","174269846.7"
"83","Armenia","ARM","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","24094832"
"84","Armenia","ARM","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","0"
"85","Armenia","ARM","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","65754000"
"86","Armenia","ARM","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","1635012"
"87","Armenia","ARM","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","196685.2"
"88","Armenia","ARM","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","94331207.1"
"89","Armenia","ARM","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","252689328.9"
"90","Armenia","ARM","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","57171463.9"
"91","Armenia","ARM","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","163299521.8"
"92","Armenia","ARM","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","426959175.6"
"93","Armenia","ARM","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","81266295.9"
"94","Armenia","ARM","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","1635012"
"95","Armenia","ARM","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","65950685.2"
"96","Armenia","ARM","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","845630723.7999998"
"97","Armenia","ARM","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","680696190"
"98","Azerbaijan","AZE","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","1088458061.2"
"99","Azerbaijan","AZE","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","495732858.1"
"100","Azerbaijan","AZE","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","74183981"
"101","Azerbaijan","AZE","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","106369937"
"102","Azerbaijan","AZE","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","84748079.59999998"
"103","Azerbaijan","AZE","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","10085950"
"104","Azerbaijan","AZE","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","0"
"105","Azerbaijan","AZE","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","225022000"
"106","Azerbaijan","AZE","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","423613103.8"
"107","Azerbaijan","AZE","PPG, commercial banks (DIS, current US$)","DT.DIS.PCBK.CD","347550999.6"
"108","Azerbaijan","AZE","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","49574780.2"
"109","Azerbaijan","AZE","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","513623656.5"
"110","Azerbaijan","AZE","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","656158982"
"111","Azerbaijan","AZE","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","136577146.9"
"112","Azerbaijan","AZE","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","619993593.5"
"113","Azerbaijan","AZE","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","740907061.6"
"114","Azerbaijan","AZE","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","146663096.9"
"115","Azerbaijan","AZE","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","4110150.2"
"116","Azerbaijan","AZE","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","289000"
"117","Azerbaijan","AZE","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","427723254"
"118","Azerbaijan","AZE","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","347550999.6"
"119","Azerbaijan","AZE","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","274885780.2"
"120","Azerbaijan","AZE","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","1513813661.4"
"121","Azerbaijan","AZE","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","466096813.9"
"122","Bangladesh","BGD","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","9050557611.9"
"123","Bangladesh","BGD","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","821146448.7"
"124","Bangladesh","BGD","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","155543000"
"125","Bangladesh","BGD","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","386702219.8"
"126","Bangladesh","BGD","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","6141785637.5"
"127","Bangladesh","BGD","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","309079773.4"
"128","Bangladesh","BGD","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","3943983.7"
"129","Bangladesh","BGD","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","0"
"130","Bangladesh","BGD","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","1039564682.7"
"131","Bangladesh","BGD","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","2908771974.4"
"132","Bangladesh","BGD","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","356392675.3"
"133","Bangladesh","BGD","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","1426266902.5"
"134","Bangladesh","BGD","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","9050557611.9"
"135","Bangladesh","BGD","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","665472448.7"
"136","Bangladesh","BGD","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","1683666.7"
"137","Bangladesh","BGD","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","131000"
"138","Bangladesh","BGD","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","5627650.4"
"139","Bangladesh","BGD","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","131000"
"140","Bangladesh","BGD","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","2077014552.9"
"141","Bangladesh","BGD","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","645120000"
"142","Belarus","BLR","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","2525227414.9"
"143","Belarus","BLR","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","1214489897.1"
"144","Belarus","BLR","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","272640306.4"
"145","Belarus","BLR","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","1487363278.5"
"146","Belarus","BLR","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","2265336386.7"
"147","Belarus","BLR","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","630234914.9"
"148","Belarus","BLR","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","0"
"149","Belarus","BLR","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","100750000"
"150","Belarus","BLR","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","935058288.4"
"151","Belarus","BLR","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","77099095.9"
"152","Belarus","BLR","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","595438826"
"153","Belarus","BLR","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","241493806"
"154","Belarus","BLR","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","133026579.9"
"155","Belarus","BLR","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","2082802104.5"
"156","Belarus","BLR","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","2506830192.7"
"157","Belarus","BLR","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","763261494.7999998"
"158","Belarus","BLR","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","28912000"
"159","Belarus","BLR","PPG, other private creditors (DIS, current US$)","DT.DIS.PROP.CD","18397222.2"
"160","Belarus","BLR","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","739000"
"161","Belarus","BLR","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","963970288.4"
"162","Belarus","BLR","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","18397222.2"
"163","Belarus","BLR","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","178588095.9"
"164","Belarus","BLR","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","4640037884.2"
"165","Belarus","BLR","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","1593265491.3"
"166","Belize","BLZ","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","53429527.6"
"167","Belize","BLZ","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","53565437.1"
"168","Belize","BLZ","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","4480000"
"169","Belize","BLZ","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","23329498.4"
"170","Belize","BLZ","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","3581448.7"
"171","Belize","BLZ","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","3455608.4"
"172","Belize","BLZ","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","26325100"
"173","Belize","BLZ","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","33549000"
"174","Belize","BLZ","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","0"
"175","Belize","BLZ","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","1084000"
"176","Belize","BLZ","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","29683326.5"
"177","Belize","BLZ","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","49848078.9"
"178","Belize","BLZ","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","10996828.7"
"179","Belize","BLZ","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","53012824.9"
"180","Belize","BLZ","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","53429527.6"
"181","Belize","BLZ","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","14452437.1"
"182","Belize","BLZ","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","26325100"
"183","Belize","BLZ","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","34633000"
"184","Belize","BLZ","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","105609924.9"
"185","Belize","BLZ","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","26272000"
"186","Benin","BEN","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","648444772.9"
"187","Benin","BEN","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","50293011.9"
"188","Benin","BEN","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","26014505.8"
"189","Benin","BEN","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","334698287.3"
"190","Benin","BEN","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","13208408.6"
"191","Benin","BEN","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","28675813"
"192","Benin","BEN","PPG, commercial banks (DIS, current US$)","DT.DIS.PCBK.CD","43999044.4"
"193","Benin","BEN","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","3565299.6"
"194","Benin","BEN","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","91631639.5"
"195","Benin","BEN","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","269747441.2"
"196","Benin","BEN","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","33519303.7"
"197","Benin","BEN","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","117646145.3"
"198","Benin","BEN","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","604445728.5"
"199","Benin","BEN","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","46727712.3"
"200","Benin","BEN","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","28675813"
"201","Benin","BEN","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","43999044.4"
"202","Benin","BEN","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","3565299.6"
"203","Benin","BEN","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","146321958.3"
"204","Bhutan","BTN","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","149814565.8"
"205","Bhutan","BTN","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","201006184.1"
"206","Bhutan","BTN","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","189877869.8"
"207","Bhutan","BTN","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","95819437.4"
"208","Bhutan","BTN","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","184064524.8"
"209","Bhutan","BTN","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","5990246.6"
"210","Bhutan","BTN","PPG, commercial banks (DIS, current US$)","DT.DIS.PCBK.CD","11867672.1"
"211","Bhutan","BTN","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","8052276.3"
"212","Bhutan","BTN","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","17390420.5"
"213","Bhutan","BTN","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","42127456.3"
"214","Bhutan","BTN","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","8889383"
"215","Bhutan","BTN","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","207268290.3"
"216","Bhutan","BTN","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","137946893.7"
"217","Bhutan","BTN","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","192953907.8"
"218","Bhutan","BTN","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","5990246.6"
"219","Bhutan","BTN","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","11867672.1"
"220","Bhutan","BTN","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","8052276.3"
"221","Bhutan","BTN","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","213258536.9"
"222","Bolivia","BOL","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","1421491255.2"
"223","Bolivia","BOL","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","394855845.9"
"224","Bolivia","BOL","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","108075000"
"225","Bolivia","BOL","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","67814879.9"
"226","Bolivia","BOL","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","554128686.3"
"227","Bolivia","BOL","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","32609012.4"
"228","Bolivia","BOL","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","0"
"229","Bolivia","BOL","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","99122000"
"230","Bolivia","BOL","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","266701.5"
"231","Bolivia","BOL","PPG, commercial banks (DIS, current US$)","DT.DIS.PCBK.CD","16528896.5"
"232","Bolivia","BOL","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","62662.5"
"233","Bolivia","BOL","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","357721211.5"
"234","Bolivia","BOL","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","850833672.3999999"
"235","Bolivia","BOL","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","154977576.6"
"236","Bolivia","BOL","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","425536091.4"
"237","Bolivia","BOL","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","1404962358.7"
"238","Bolivia","BOL","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","187586589"
"239","Bolivia","BOL","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","1076571.6"
"240","Bolivia","BOL","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","9594.4"
"241","Bolivia","BOL","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","1343273.1"
"242","Bolivia","BOL","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","16528896.5"
"243","Bolivia","BOL","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","99194256.9"
"244","Bolivia","BOL","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","1060650554.5"
"245","Bolivia","BOL","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","633771190"
"246","Bosnia and Herzegovina","BIH","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","253819587.3"
"247","Bosnia and Herzegovina","BIH","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","604620360"
"248","Bosnia and Herzegovina","BIH","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","545519000"
"249","Bosnia and Herzegovina","BIH","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","108704966.2"
"250","Bosnia and Herzegovina","BIH","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","114375048.3"
"251","Bosnia and Herzegovina","BIH","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","12605397.7"
"252","Bosnia and Herzegovina","BIH","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","22306080.5"
"253","Bosnia and Herzegovina","BIH","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","1625051.5"
"254","Bosnia and Herzegovina","BIH","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","8958027.7"
"255","Bosnia and Herzegovina","BIH","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","953443.5"
"256","Bosnia and Herzegovina","BIH","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","290170946.5"
"257","Bosnia and Herzegovina","BIH","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","139444539"
"258","Bosnia and Herzegovina","BIH","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","43917467.3"
"259","Bosnia and Herzegovina","BIH","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","398875912.7"
